run,epoch_index,iteration,selection_split,foreground_demo_selection_dice
E_s1,4,730,test,0.390734534879428
E_s1,5,876,test,0.5554520692871149
E_s1,6,1022,test,0.5083432293552888
E_s1,7,1168,test,0.5401808469771868
E_s1,8,1314,test,0.456435341251982
E_s1,9,1460,test,0.5229880988563342
E_s1,10,1606,test,0.46537143387489344
E_s1,11,1752,test,0.5827126539260578
E_s1,12,1898,test,0.48181042168537525
E_s1,13,2044,test,0.5615818828065731
E_s1,14,2190,test,0.5618925911915784
E_s1,15,2336,test,0.6047718589787087
E_s1,16,2482,test,0.6318443739405437
E_s1,17,2628,test,0.6292558940037232
E_s1,18,2774,test,0.6314873445035452
E_s1,19,2920,test,0.6279808723152985
E_s2,0,146,test,0.3882726078466567
E_s2,1,292,test,0.14602738974421167
E_s2,2,438,test,0.43006953327316777
E_s2,3,584,test,0.2896774521847111
E_s2,4,730,test,0.2530608087269375
E_s2,5,876,test,0.2673400547983451
E_s2,6,1022,test,0.5121514237866531
E_s2,7,1168,test,0.6224317536367238
E_s2,8,1314,test,0.4256084711763968
E_s2,9,1460,test,0.5012276384160695
E_s2,10,1606,test,0.5130156305483649
E_s2,11,1752,test,0.6006653954837724
E_s2,12,1898,test,0.5058373950327442
E_s2,13,2044,test,0.5917023013150287
E_s2,14,2190,test,0.6163639163300698
E_s2,15,2336,test,0.5441633481812003
E_s2,16,2482,test,0.5417510509038745
E_s2,17,2628,test,0.5657122858858316
E_s2,18,2774,test,0.5761936675328111
E_s2,19,2920,test,0.5719184765669862
E_s3,0,146,test,2.55875091532021e-10
E_s3,1,292,test,0.32855696016174096
E_s3,2,438,test,0.23055209273668303
E_s3,3,584,test,0.1245819041623214
E_s3,4,730,test,0.33839690210902595
E_s3,5,876,test,0.4075075656206296
E_s3,6,1022,test,0.44539060982447
E_s3,7,1168,test,0.4323942388376625
E_s3,8,1314,test,0.2436270825955478
E_s3,9,1460,test,0.4706968058292834
E_s3,10,1606,test,0.26627457730341786
E_s3,11,1752,test,0.4363613189994795
E_s3,12,1898,test,0.30639716066276085
E_s3,13,2044,test,0.3452069594981853
E_s3,14,2190,test,0.3522361938825659
E_s3,15,2336,test,0.4073908093917228
E_s3,16,2482,test,0.3184140731384424
E_s3,17,2628,test,0.3637176854999139
E_s3,18,2774,test,0.3395357661175818
E_s3,19,2920,test,0.365295180355479
E_formal80,0,146,test,0.36468838344145493
E_formal80,1,292,test,0.3395282886587286
E_formal80,2,438,test,0.362611467316924
E_formal80,3,584,test,0.3024628132719832
E_formal80,4,730,test,0.1252174299101314
E_formal80,5,876,test,0.4618663955412815
E_formal80,6,1022,test,0.39597004271023817
E_formal80,7,1168,test,0.5504135984358078
E_formal80,8,1314,test,0.5416614604871666
E_formal80,9,1460,test,0.49064253724615986
E_formal80,10,1606,test,0.3955420536374968
E_formal80,11,1752,test,0.579492650880442
E_formal80,12,1898,test,0.34040808100449194
E_formal80,13,2044,test,0.522165466677851
E_formal80,14,2190,test,0.5648679069059988
E_formal80,15,2336,test,0.5362741911116219
E_formal80,16,2482,test,0.5226083901537073
E_formal80,17,2628,test,0.4063392710160959
E_formal80,18,2774,test,0.5333649984652475
E_formal80,19,2920,test,0.48088806080778834
E_formal80,20,3066,test,0.5750067893992628
E_formal80,21,3212,test,0.456515901619521
E_formal80,22,3358,test,0.4786357647733842
E_formal80,23,3504,test,0.4914589858316718
E_formal80,24,3650,test,0.5308520648045381
E_formal80,25,3796,test,0.6174006835412089
E_formal80,26,3942,test,0.553636159658011
E_formal80,27,4088,test,0.5853901203250333
E_formal80,28,4234,test,0.5831046254236991
E_formal80,29,4380,test,0.647818930205489
E_formal80,30,4526,test,0.5673135548213374
E_formal80,31,4672,test,0.5702653873566195
E_formal80,32,4818,test,0.5315329309754215
E_formal80,33,4964,test,0.5610157588964192
E_formal80,34,5110,test,0.46931796091459277
E_formal80,35,5256,test,0.37552711390822513
E_formal80,36,5402,test,0.5254504469683212
E_formal80,37,5548,test,0.5349788312095283
E_formal80,38,5694,test,0.5426012907113699
E_formal80,39,5840,test,0.5274785237304228
E_formal80,40,5986,test,0.5626560170786608
E_formal80,41,6132,test,0.5815803626102578
E_formal80,42,6278,test,0.48059162681647793
E_formal80,43,6424,test,0.6317422876674926
E_formal80,44,6570,test,0.5902402318031091
E_formal80,45,6716,test,0.597878317794212
E_formal80,46,6862,test,0.48426528155823706
E_formal80,47,7008,test,0.6429108157318291
E_formal80,48,7154,test,0.6594832008766676
E_formal80,49,7300,test,0.6167663836006171
E_formal80,50,7446,test,0.5786711924262214
E_formal80,51,7592,test,0.5395623231731095
E_formal80,52,7738,test,0.6585046668166616
E_formal80,53,7884,test,0.6545658677594406
E_formal80,54,8030,test,0.6536336544268753
E_formal80,55,8176,test,0.570323545392531
E_formal80,56,8322,test,0.6457943394508884
E_formal80,57,8468,test,0.567166830511662
E_formal80,58,8614,test,0.5946485028907097
E_formal80,59,8760,test,0.6318369576624316
E_formal80,60,8906,test,0.5695099469219649
E_formal80,61,9052,test,0.657594846351269
E_formal80,62,9198,test,0.6136601494554919
E_formal80,63,9344,test,0.6432961350392267
E_formal80,64,9490,test,0.6641243664262212
E_formal80,65,9636,test,0.7010576575508248
E_formal80,66,9782,test,0.6970784070791514
E_formal80,67,9928,test,0.667988443458626
E_formal80,68,10074,test,0.5853843895727182
E_formal80,69,10220,test,0.6092606279667643
E_formal80,70,10366,test,0.6757367727776917
E_formal80,71,10512,test,0.6829699097475621
E_formal80,72,10658,test,0.6091375857242611
E_formal80,73,10804,test,0.7053657033598169
E_formal80,74,10950,test,0.6569803521130364
E_formal80,75,11096,test,0.6895976831006254
E_formal80,76,11242,test,0.6792886003952678
E_formal80,77,11388,test,0.698912545057354
E_formal80,78,11534,test,0.7001019896007928
E_formal80,79,11680,test,0.6941163185546892
F_s0,0,176,test,0.11270346194289452
F_s0,1,352,test,0.06444208066509459
F_s0,2,528,test,0.3444168931043592
F_s0,3,704,test,0.4719205617166679
F_s0,4,880,test,0.34755498075763847
F_s0,5,1056,test,0.370346432317874
F_s0,6,1232,test,0.5023978349567363
F_s0,7,1408,test,0.32338405474019644
F_s0,8,1584,test,0.3243372387747356
F_s0,9,1760,test,0.40115494314811195
F_s0,10,1936,test,0.30756426420976934
F_s0,11,2112,test,0.4456234386100254
F_s0,12,2288,test,0.3424226741005937
F_s0,13,2464,test,0.44104748704527286
F_s0,14,2640,test,0.546565928593348
F_s0,15,2816,test,0.497541235994424
F_s0,16,2992,test,0.5142023849803069
F_s0,17,3168,test,0.551019181071136
F_s0,18,3344,test,0.509763478557099
F_s0,19,3520,test,0.5164962945632391
F_s1,0,176,test,2.898182580895654e-10
F_s1,1,352,test,0.07170364478967338
F_s1,2,528,test,0.16211826800250462
F_s1,3,704,test,0.18893769577231487
F_s1,4,880,test,0.5253954758418727
F_s1,5,1056,test,0.39945868425277525
F_s1,6,1232,test,0.5555195023318296
F_s1,7,1408,test,0.10690915012122257
F_s1,8,1584,test,0.3386671266522841
F_s1,9,1760,test,0.6448172191949815
F_s1,10,1936,test,0.43810501101733673
F_s1,11,2112,test,0.49094219832636987
F_s1,12,2288,test,0.4237122726811176
F_s1,13,2464,test,0.390094094429725
F_s1,14,2640,test,0.5538273556344183
F_s1,15,2816,test,0.502093217309619
F_s1,16,2992,test,0.5293354662789178
F_s1,17,3168,test,0.5964745449633527
F_s1,18,3344,test,0.6071154601944132
F_s1,19,3520,test,0.5593362163421123
F_s2,0,176,test,0.29979968516741107
F_s2,1,352,test,0.09015703395464678
F_s2,2,528,test,0.19221765911390593
F_s2,3,704,test,0.009610783336870939
F_s2,4,880,test,0.5092391032932012
F_s2,5,1056,test,0.3735770612598991
F_s2,6,1232,test,0.4942562292762716
F_s2,7,1408,test,0.2514923234328402
F_s2,8,1584,test,0.35155811584683044
F_s2,9,1760,test,0.5355597430237746
F_s2,10,1936,test,0.37456531617723293
F_s2,11,2112,test,0.40506739032734157
F_s2,12,2288,test,0.4250082859165139
F_s2,13,2464,test,0.5821732055516093
F_s2,14,2640,test,0.5725482004327854
F_s2,15,2816,test,0.4896251579442074
F_s2,16,2992,test,0.4898057313641013
F_s2,17,3168,test,0.5821189810200933
F_s2,18,3344,test,0.4571659029351268
F_s2,19,3520,test,0.46150215050056287
F_s3,0,176,test,0.09492699806741431
F_s3,1,352,test,0.05907488873880832
F_s3,2,528,test,0.12110605053620951
F_s3,3,704,test,0.535926405751126
F_s3,4,880,test,0.5261170550446652
F_s3,5,1056,test,0.2579670648591005
F_s3,6,1232,test,0.3352382871892513
F_s3,7,1408,test,0.4457418269292406
F_s3,8,1584,test,0.3038393744413244
F_s3,9,1760,test,0.6046326880561381
F_s3,10,1936,test,0.3866846786218717
F_s3,11,2112,test,0.4258441511001222
F_s3,12,2288,test,0.5278582837129105
F_s3,13,2464,test,0.509079395215758
F_s3,14,2640,test,0.5088604605462839
F_s3,15,2816,test,0.41148801223603587
F_s3,16,2992,test,0.429304029705452
F_s3,17,3168,test,0.4960898569009465
F_s3,18,3344,test,0.5345125560050242
F_s3,19,3520,test,0.4516517531181619
F_formal80,0,176,test,0.22833714031873953
F_formal80,1,352,test,0.06236383700688658
F_formal80,2,528,test,0.3002577628944737
F_formal80,3,704,test,0.49957034614598583
F_formal80,4,880,test,0.4789673285212303
F_formal80,5,1056,test,0.3644935401687853
F_formal80,6,1232,test,0.4704927352795135
F_formal80,7,1408,test,0.31077935562755676
F_formal80,8,1584,test,0.2911939880642745
F_formal80,9,1760,test,0.5793801966121035
F_formal80,10,1936,test,0.2849432270234505
F_formal80,11,2112,test,0.42721604716302064
F_formal80,12,2288,test,0.4775229472304777
F_formal80,13,2464,test,0.5329506666354107
F_formal80,14,2640,test,0.5969705255313407
F_formal80,15,2816,test,0.6163614894881445
F_formal80,16,2992,test,0.5702998066513991
F_formal80,17,3168,test,0.553640686198831
F_formal80,18,3344,test,0.6173176418135482
F_formal80,19,3520,test,0.538205354184415
F_formal80,20,3696,test,0.547721076015364
F_formal80,21,3872,test,0.5778916155004398
F_formal80,22,4048,test,0.26881244216613553
F_formal80,23,4224,test,0.5424248397662581
F_formal80,24,4400,test,0.551772095692505
F_formal80,25,4576,test,0.6538067149037257
F_formal80,26,4752,test,0.5319781156495275
F_formal80,27,4928,test,0.4346928594539851
F_formal80,28,5104,test,0.4847298021234467
F_formal80,29,5280,test,0.5788912877158643
F_formal80,30,5456,test,0.5451809172078466
F_formal80,31,5632,test,0.5002136654469607
F_formal80,32,5808,test,0.45005423394485417
F_formal80,33,5984,test,0.48750763309177775
F_formal80,34,6160,test,0.6288935239881592
F_formal80,35,6336,test,0.5328529287320085
F_formal80,36,6512,test,0.5387151909712615
F_formal80,37,6688,test,0.5650499367179764
F_formal80,38,6864,test,0.475746349005359
F_formal80,39,7040,test,0.632192673160598
F_formal80,40,7216,test,0.6328590591042232
F_formal80,41,7392,test,0.5579684303616539
F_formal80,42,7568,test,0.5212062571760818
F_formal80,43,7744,test,0.4395312986883059
F_formal80,44,7920,test,0.45510606634941075
F_formal80,45,8096,test,0.5746169663093336
F_formal80,46,8272,test,0.6307583981850888
F_formal80,47,8448,test,0.5500736888481192
F_formal80,48,8624,test,0.5689037397564431
F_formal80,49,8800,test,0.5563355304533554
F_formal80,50,8976,test,0.6787189996941617
F_formal80,51,9152,test,0.6353999371407454
F_formal80,52,9328,test,0.5961197443944839
F_formal80,53,9504,test,0.6086065392324219
F_formal80,54,9680,test,0.5726094579970027
F_formal80,55,9856,test,0.5368837316267473
F_formal80,56,10032,test,0.6688712463291012
F_formal80,57,10208,test,0.5888004514098638
F_formal80,58,10384,test,0.5977062716114573
F_formal80,59,10560,test,0.6145889137181699
F_formal80,60,10736,test,0.6649548120225418
F_formal80,61,10912,test,0.6122726667222846
F_formal80,62,11088,test,0.5767211493060593
F_formal80,63,11264,test,0.5955979964293605
F_formal80,64,11440,test,0.5388597448895684
F_formal80,65,11616,test,0.5549202566342424
F_formal80,66,11792,test,0.5914927539439805
F_formal80,67,11968,test,0.5931653558389621
F_formal80,68,12144,test,0.532830143108964
F_formal80,69,12320,test,0.5925288241336473
F_formal80,70,12496,test,0.6376515787572858
F_formal80,71,12672,test,0.587339776185233
F_formal80,72,12848,test,0.6101762111687917
F_formal80,73,13024,test,0.6242023264799303
F_formal80,74,13200,test,0.6067598767012007
F_formal80,75,13376,test,0.5840954570661531
F_formal80,76,13552,test,0.585946556832899
F_formal80,77,13728,test,0.6497790807141739
F_formal80,78,13904,test,0.5751504267755188
F_formal80,79,14080,test,0.5937362058371356
