run,epoch_index,iteration,selection_split,foreground_demo_selection_dice
B_s1,0,42,test,0.009705667177395072
B_s1,1,84,test,0.19567873470414696
B_s1,2,126,test,0.2458356404316527
B_s1,3,168,test,0.14704893767930405
B_s1,4,210,test,0.24547889605446982
B_s1,5,252,test,0.3194515463026986
B_s1,6,294,test,0.40960647820163615
B_s1,7,336,test,0.40622001641898664
B_s1,8,378,test,0.3479590386284401
B_s1,9,420,test,0.4334834610655636
B_s1,10,462,test,0.4952747911974373
B_s1,11,504,test,0.09111834158694805
B_s1,12,546,test,0.44384289549251116
B_s1,13,588,test,0.43047523072362087
B_s1,14,630,test,0.40482028331180836
B_s1,15,672,test,0.3802869847753301
B_s1,16,714,test,0.38702284250938623
B_s1,17,756,test,0.46244269458130677
B_s1,18,798,test,0.47284901311278
B_s1,19,840,test,0.46894942870670486
B_s2,0,42,test,4.689242299927469e-10
B_s2,1,84,test,0.0888373010294532
B_s2,2,126,test,0.15110493749540452
B_s2,3,168,test,0.20852732673378016
B_s2,4,210,test,0.2674935533600343
B_s2,5,252,test,0.2957767238146533
B_s2,6,294,test,0.43622344509624833
B_s2,7,336,test,0.41685364800862673
B_s2,8,378,test,0.3156849427083514
B_s2,9,420,test,0.5094190943051526
B_s2,10,462,test,0.47677981933144764
B_s2,11,504,test,0.040223411512599616
B_s2,12,546,test,0.4076648220068692
B_s2,13,588,test,0.39077759314055505
B_s2,14,630,test,0.4087122975057857
B_s2,15,672,test,0.4311657143766287
B_s2,16,714,test,0.36851574646323065
B_s2,17,756,test,0.32512126321855206
B_s2,18,798,test,0.46301885469545373
B_s2,19,840,test,0.45188776763349225
B_s3,0,42,test,4.689242299927469e-10
B_s3,1,84,test,0.26230027373931036
B_s3,2,126,test,0.3968730309613729
B_s3,3,168,test,0.1406187541551763
B_s3,4,210,test,0.2136001628538661
B_s3,5,252,test,0.38797686281601224
B_s3,6,294,test,0.33950734209163697
B_s3,7,336,test,0.20737805141718915
B_s3,8,378,test,0.35908760538133944
B_s3,9,420,test,0.44014342708629295
B_s3,10,462,test,0.47452353461110536
B_s3,11,504,test,0.26193368203373946
B_s3,12,546,test,0.3451169055551843
B_s3,13,588,test,0.3230355434896222
B_s3,14,630,test,0.3643752694019831
B_s3,15,672,test,0.3338253372628576
B_s3,16,714,test,0.33040256676482443
B_s3,17,756,test,0.3876549670018043
B_s3,18,798,test,0.3570406705771643
B_s3,19,840,test,0.33850759849499373
B_formal80,0,42,test,0.06831419150975308
B_formal80,1,84,test,0.07841484788455176
B_formal80,2,126,test,0.2509696694071407
B_formal80,3,168,test,0.33138263803403695
B_formal80,4,210,test,0.37187292910270564
B_formal80,5,252,test,0.34346123398883277
B_formal80,6,294,test,0.3460858042854209
B_formal80,7,336,test,0.26932162211627375
B_formal80,8,378,test,0.5451726862571654
B_formal80,9,420,test,0.4786057797645525
B_formal80,10,462,test,0.43471067100020105
B_formal80,11,504,test,0.11002061623387553
B_formal80,12,546,test,0.3540532982382654
B_formal80,13,588,test,0.4175475820703502
B_formal80,14,630,test,0.4525027680642421
B_formal80,15,672,test,0.3646455473731686
B_formal80,16,714,test,0.3930191279063176
B_formal80,17,756,test,0.4797317316499834
B_formal80,18,798,test,0.44541913579140724
B_formal80,19,840,test,0.47098875846143234
B_formal80,20,882,test,0.370430626353422
B_formal80,21,924,test,0.4320014520998468
B_formal80,22,966,test,0.5185251338377774
B_formal80,23,1008,test,0.42715648326056277
B_formal80,24,1050,test,0.45252993278212555
B_formal80,25,1092,test,0.4420255637084776
B_formal80,26,1134,test,0.49841645319199074
B_formal80,27,1176,test,0.19499773175816912
B_formal80,28,1218,test,0.39477702019781297
B_formal80,29,1260,test,0.2802238823805846
B_formal80,30,1302,test,0.44904187454120853
B_formal80,31,1344,test,0.47420324852569773
B_formal80,32,1386,test,0.46166407254660485
B_formal80,33,1428,test,0.4062351282702963
B_formal80,34,1470,test,0.4241979412357116
B_formal80,35,1512,test,0.3927732577325642
B_formal80,36,1554,test,0.42991260839697804
B_formal80,37,1596,test,0.4467325497838324
B_formal80,38,1638,test,0.45582940021199597
B_formal80,39,1680,test,0.4151473603713424
B_formal80,40,1722,test,0.531094097879676
B_formal80,41,1764,test,0.5523577062776047
B_formal80,42,1806,test,0.5006708079378027
B_formal80,43,1848,test,0.3686930181478674
B_formal80,44,1890,test,0.4034501387942746
B_formal80,45,1932,test,0.3709486119679137
B_formal80,46,1974,test,0.41154777463880715
B_formal80,47,2016,test,0.41762253722882864
B_formal80,48,2058,test,0.36098918777943695
B_formal80,49,2100,test,0.4303100696259589
B_formal80,50,2142,test,0.46265043808663053
B_formal80,51,2184,test,0.46803536597493384
B_formal80,52,2226,test,0.37511507461542587
B_formal80,53,2268,test,0.46568357835250795
B_formal80,54,2310,test,0.42699314412677025
B_formal80,55,2352,test,0.41713868990392783
B_formal80,56,2394,test,0.4852129633767934
B_formal80,57,2436,test,0.49209766716580255
B_formal80,58,2478,test,0.4584085669891551
B_formal80,59,2520,test,0.4853088090471404
B_formal80,60,2562,test,0.46463422595713366
B_formal80,61,2604,test,0.44914339439079837
B_formal80,62,2646,test,0.4928792112022742
B_formal80,63,2688,test,0.48736310125496546
B_formal80,64,2730,test,0.5191200815252087
B_formal80,65,2772,test,0.4822732493862761
B_formal80,66,2814,test,0.5254744908729383
B_formal80,67,2856,test,0.4767144141474424
B_formal80,68,2898,test,0.47173345805456285
B_formal80,69,2940,test,0.47838422189447893
B_formal80,70,2982,test,0.48856281705384524
B_formal80,71,3024,test,0.4406768139151814
B_formal80,72,3066,test,0.4561895032910644
B_formal80,73,3108,test,0.4339271679407732
B_formal80,74,3150,test,0.41545478544381836
B_formal80,75,3192,test,0.4830291823856114
B_formal80,76,3234,test,0.47251056217871296
B_formal80,77,3276,test,0.4897368393928178
B_formal80,78,3318,test,0.43189903026804294
B_formal80,79,3360,test,0.4649117436107679
C_s0,0,87,test,0.1614034535915475
C_s0,1,174,test,0.39461725037795614
C_s0,2,261,test,0.4422329746186681
C_s0,3,348,test,0.4853229724423557
C_s0,4,435,test,0.5100545195159186
C_s0,5,522,test,0.44120002196340385
C_s0,6,609,test,0.4662652291096514
C_s0,7,696,test,0.2579314729966935
C_s0,8,783,test,0.4188966228964828
C_s0,9,870,test,0.46056199713269275
C_s0,10,957,test,0.3228079638862299
C_s0,11,1044,test,0.5168354513450455
C_s0,12,1131,test,0.45418441165313705
C_s0,13,1218,test,0.374536317942742
C_s0,14,1305,test,0.3987709100578084
C_s0,15,1392,test,0.4842053805910511
C_s0,16,1479,test,0.4989079510008617
C_s0,17,1566,test,0.5075165240791066
C_s0,18,1653,test,0.4521667030680226
C_s0,19,1740,test,0.49340355715674966
C_s1,0,87,test,0.21482165985533003
C_s1,1,174,test,0.16724365020212179
C_s1,2,261,test,0.4975184116692771
C_s1,3,348,test,0.5020382848528583
C_s1,4,435,test,0.5903438925591378
C_s1,5,522,test,0.6034336536543539
C_s1,6,609,test,0.48145020471130356
C_s1,7,696,test,0.2063337133594575
C_s1,8,783,test,0.39944377569827777
C_s1,9,870,test,0.37018241999067725
C_s1,10,957,test,0.3573897996139103
C_s1,11,1044,test,0.40132585308534774
C_s1,12,1131,test,0.4930887367073402
C_s1,13,1218,test,0.47666707933515673
C_s1,14,1305,test,0.5531906944985976
C_s1,15,1392,test,0.3706159475501168
C_s1,16,1479,test,0.4948642654607704
C_s1,17,1566,test,0.4749583652819082
C_s1,18,1653,test,0.5142319847095095
C_s1,19,1740,test,0.4905519651888247
C_s2,0,87,test,0.14884406915934753
C_s2,1,174,test,0.33382811218953745
C_s2,2,261,test,0.4097743064946811
C_s2,3,348,test,0.5803330444673607
C_s2,4,435,test,0.5464047887170671
C_s2,5,522,test,0.4185260757652139
C_s2,6,609,test,0.485366829026697
C_s2,7,696,test,0.007802894677303782
C_s2,8,783,test,0.3987138025348054
C_s2,9,870,test,0.16517403524323204
C_s2,10,957,test,0.29765707439527317
C_s2,11,1044,test,0.446260111087045
C_s2,12,1131,test,0.47846407016222814
C_s2,13,1218,test,0.33115972877108035
C_s2,14,1305,test,0.37595555602252506
C_s2,15,1392,test,0.4228945503567879
C_s2,16,1479,test,0.41993813837269667
C_s2,17,1566,test,0.4069528913619058
C_s2,18,1653,test,0.41940563268401315
C_s2,19,1740,test,0.45677007105271306
C_s3,0,87,test,0.12970180507012075
C_s3,1,174,test,0.2442424364446411
C_s3,2,261,test,0.40340178788960096
C_s3,3,348,test,0.4445360571865139
C_s3,4,435,test,0.4907588674390328
C_s3,5,522,test,0.3787691866391312
C_s3,6,609,test,0.20388719197798985
C_s3,7,696,test,0.11349191110721216
C_s3,8,783,test,0.3342617161910762
C_s3,9,870,test,0.3727970359897872
C_s3,10,957,test,0.38276856290875905
C_s3,11,1044,test,0.37521198702384645
C_s3,12,1131,test,0.4289867291560415
C_s3,13,1218,test,0.48608722760076817
C_s3,14,1305,test,0.3717702111377206
C_s3,15,1392,test,0.39654809347754477
C_s3,16,1479,test,0.44490695274549424
C_s3,17,1566,test,0.3556505354711401
C_s3,18,1653,test,0.39788423782352367
C_s3,19,1740,test,0.39864058556175097
C_formal80,0,87,test,0.20931200088961832
C_formal80,1,174,test,0.3378364834762435
C_formal80,2,261,test,0.5123779681182813
C_formal80,3,348,test,0.45561661978960455
C_formal80,4,435,test,0.4574829833860256
C_formal80,5,522,test,0.5873643057591397
C_formal80,6,609,test,0.2776114885346501
C_formal80,7,696,test,0.013868198856618417
C_formal80,8,783,test,0.32944857866164606
C_formal80,9,870,test,0.21722055567540055
C_formal80,10,957,test,0.34260979985816287
C_formal80,11,1044,test,0.35405005695436387
C_formal80,12,1131,test,0.4878195678263406
C_formal80,13,1218,test,0.1819215519638919
C_formal80,14,1305,test,0.45607207015249007
C_formal80,15,1392,test,0.38472372472913297
C_formal80,16,1479,test,0.43539397015976045
C_formal80,17,1566,test,0.4518361230351602
C_formal80,18,1653,test,0.4138668924068181
C_formal80,19,1740,test,0.4742234805709363
C_formal80,20,1827,test,0.3713131704533663
C_formal80,21,1914,test,0.4834009645914156
C_formal80,22,2001,test,0.43574471638820633
C_formal80,23,2088,test,0.4777138585285111
C_formal80,24,2175,test,0.45268427670125955
C_formal80,25,2262,test,0.4521779763271436
C_formal80,26,2349,test,0.5303346921303038
C_formal80,27,2436,test,0.35452533501986183
C_formal80,28,2523,test,0.41687864201600705
C_formal80,29,2610,test,0.4760188563717171
C_formal80,30,2697,test,0.4306639476370674
C_formal80,31,2784,test,0.49196045362178237
C_formal80,32,2871,test,0.5330854087395331
C_formal80,33,2958,test,0.48688723372630227
C_formal80,34,3045,test,0.5282608824305581
C_formal80,35,3132,test,0.49322592422099826
C_formal80,36,3219,test,0.44305748365906616
C_formal80,37,3306,test,0.5275246738716162
C_formal80,38,3393,test,0.534667668235236
C_formal80,39,3480,test,0.5457161263538127
C_formal80,40,3567,test,0.48096048255304846
C_formal80,41,3654,test,0.5365604582717548
C_formal80,42,3741,test,0.582635494079512
C_formal80,43,3828,test,0.5992918218063732
C_formal80,44,3915,test,0.6317841119879041
C_formal80,45,4002,test,0.13358243181693913
C_formal80,46,4089,test,0.5626709330095927
C_formal80,47,4176,test,0.559672316177898
C_formal80,48,4263,test,0.45634931772280457
C_formal80,49,4350,test,0.5234255487873472
C_formal80,50,4437,test,0.5357194171033794
C_formal80,51,4524,test,0.5817871666438321
C_formal80,52,4611,test,0.6099375286101396
C_formal80,53,4698,test,0.49118746987390377
C_formal80,54,4785,test,0.5501897807211209
C_formal80,55,4872,test,0.5453012803906879
C_formal80,56,4959,test,0.5840285450950329
C_formal80,57,5046,test,0.6032851027549734
C_formal80,58,5133,test,0.5604952195486765
C_formal80,59,5220,test,0.5866828032637283
C_formal80,60,5307,test,0.5825127973384503
C_formal80,61,5394,test,0.5867844360601857
C_formal80,62,5481,test,0.5462502903051834
C_formal80,63,5568,test,0.5094008305787151
C_formal80,64,5655,test,0.5898323343541831
C_formal80,65,5742,test,0.6202869653220653
C_formal80,66,5829,test,0.6331920662228501
C_formal80,67,5916,test,0.6159394633869684
C_formal80,68,6003,test,0.473942419197805
C_formal80,69,6090,test,0.6265399469601712
C_formal80,70,6177,test,0.6461911575995178
C_formal80,71,6264,test,0.6154424975358206
C_formal80,72,6351,test,0.6340767101145565
C_formal80,73,6438,test,0.593141506906044
C_formal80,74,6525,test,0.6390175318281502
C_formal80,75,6612,test,0.5935018735773381
C_formal80,76,6699,test,0.5859765893974914
C_formal80,77,6786,test,0.5616667531691729
C_formal80,78,6873,test,0.5935745921532576
C_formal80,79,6960,test,0.5673560359092529
D_s0,0,42,test,0.0020939976506714466
D_s0,1,84,test,0.011106755894034778
D_s0,2,126,test,0.19528135771756672
D_s0,3,168,test,0.29181034198123534
D_s0,4,210,test,0.14262962647300087
D_s0,5,252,test,0.13783686872192916
D_s0,6,294,test,0.11365756438838656
D_s0,7,336,test,0.33218544650291726
D_s0,8,378,test,0.361017836631091
D_s0,9,420,test,0.44189757572990784
D_s0,10,462,test,0.4593721954438891
D_s0,11,504,test,0.3673725523368485
D_s0,12,546,test,0.037736162568827676
D_s0,13,588,test,0.19130039815194766
D_s0,14,630,test,0.3687999700735764
D_s0,15,672,test,0.13310558085059296
D_s0,16,714,test,0.41623115497692026
D_s0,17,756,test,0.43785300394538995
D_s0,18,798,test,0.4238938210896472
D_s0,19,840,test,0.3911393137523209
D_s1,0,42,test,2.1564028403820114e-10
D_s1,1,84,test,0.0009580437367438928
D_s1,2,126,test,0.08156141391891311
D_s1,3,168,test,0.24665838015794017
D_s1,4,210,test,0.17672056371169678
D_s1,5,252,test,0.1942255710009872
D_s1,6,294,test,0.11729835625688412
D_s1,7,336,test,0.184817393833938
D_s1,8,378,test,0.12972854518112745
D_s1,9,420,test,0.2903784277671184
D_s1,10,462,test,0.4048184515282462
D_s1,11,504,test,0.32568956236622454
D_s1,12,546,test,0.23686171849164803
D_s1,13,588,test,0.21990482568234213
D_s1,14,630,test,0.2435196654707033
D_s1,15,672,test,0.034735644206045385
D_s1,16,714,test,0.2442806658982313
D_s1,17,756,test,0.2904175028628919
D_s1,18,798,test,0.2669553114031685
D_s1,19,840,test,0.23500561163352185
D_s2,0,42,test,0.11401939973578429
D_s2,1,84,test,0.0009909714933796624
D_s2,2,126,test,0.16281736337876349
D_s2,3,168,test,0.23747569254397682
D_s2,4,210,test,0.33801934643845555
D_s2,5,252,test,0.33613144561317515
D_s2,6,294,test,0.13678785427705176
D_s2,7,336,test,0.2515523886766985
D_s2,8,378,test,0.36239981007107214
D_s2,9,420,test,0.39168934948607037
D_s2,10,462,test,0.26919146334583327
D_s2,11,504,test,0.3550615334125145
D_s2,12,546,test,0.3490718653380358
D_s2,13,588,test,0.13494525801844734
D_s2,14,630,test,0.29408928739692425
D_s2,15,672,test,0.10566872774359734
D_s2,16,714,test,0.35845681759093595
D_s2,17,756,test,0.3687467094874733
D_s2,18,798,test,0.3461722337463133
D_s2,19,840,test,0.32612846634899373
D_s3,0,42,test,0.00023860392520605534
D_s3,1,84,test,0.0017633574940305902
D_s3,2,126,test,0.2226027054746005
D_s3,3,168,test,0.05632918810716715
D_s3,4,210,test,0.14647886672403113
D_s3,5,252,test,0.17125131060585702
D_s3,6,294,test,0.08335998639337429
D_s3,7,336,test,0.20083285689668004
D_s3,8,378,test,0.09020478176956219
D_s3,9,420,test,0.17369792499729775
D_s3,10,462,test,0.24378669128218303
D_s3,11,504,test,0.29642204874991607
D_s3,12,546,test,0.08548660339319565
D_s3,13,588,test,0.21442260508455024
D_s3,14,630,test,0.2601834947737773
D_s3,15,672,test,0.050289759351778596
D_s3,16,714,test,0.254270379454889
D_s3,17,756,test,0.27295775020892504
D_s3,18,798,test,0.23188435244714334
D_s3,19,840,test,0.20840616752483743
D_formal80,0,42,test,0.0011278572096194415
D_formal80,1,84,test,0.03089613094492958
D_formal80,2,126,test,0.21080397540567164
D_formal80,3,168,test,0.24377490665252288
D_formal80,4,210,test,0.25852893889321554
D_formal80,5,252,test,0.0658794351087786
D_formal80,6,294,test,0.1360707453401678
D_formal80,7,336,test,0.27221354376299534
D_formal80,8,378,test,0.43575046483222046
D_formal80,9,420,test,0.2952064816197199
D_formal80,10,462,test,0.38971555949632297
D_formal80,11,504,test,0.35455110864851413
D_formal80,12,546,test,0.13649573761276043
D_formal80,13,588,test,0.39095316777471123
D_formal80,14,630,test,0.49285789361226573
D_formal80,15,672,test,0.3077771072324235
D_formal80,16,714,test,0.3876439481982675
D_formal80,17,756,test,0.4218729041849385
D_formal80,18,798,test,0.42317742142377657
D_formal80,19,840,test,0.17126058568388902
D_formal80,20,882,test,0.10428880161679493
D_formal80,21,924,test,0.184237534213739
D_formal80,22,966,test,0.39148819232385135
D_formal80,23,1008,test,0.10366315297925116
D_formal80,24,1050,test,0.3627521723524653
D_formal80,25,1092,test,0.35414265993589905
D_formal80,26,1134,test,0.4507854310973058
D_formal80,27,1176,test,0.28264274718741994
D_formal80,28,1218,test,0.30560618061718936
D_formal80,29,1260,test,0.43275909462262446
D_formal80,30,1302,test,0.018295259988836663
D_formal80,31,1344,test,0.41550796510392496
D_formal80,32,1386,test,0.14374179013243737
D_formal80,33,1428,test,0.35097678698681356
D_formal80,34,1470,test,0.4289049119703446
D_formal80,35,1512,test,0.45004258879898407
D_formal80,36,1554,test,0.4696764809614324
D_formal80,37,1596,test,0.49630270705979734
D_formal80,38,1638,test,0.37983964029023676
D_formal80,39,1680,test,0.07848264399981436
D_formal80,40,1722,test,0.3638593412237766
D_formal80,41,1764,test,0.41796557678201607
D_formal80,42,1806,test,0.5001823605331749
D_formal80,43,1848,test,0.4083915448772901
D_formal80,44,1890,test,0.4856220315093675
D_formal80,45,1932,test,0.36432100525269606
D_formal80,46,1974,test,0.1949117762878441
D_formal80,47,2016,test,0.4682718710400877
D_formal80,48,2058,test,0.5170799927201122
D_formal80,49,2100,test,0.45860582508948416
D_formal80,50,2142,test,0.42721691698934927
D_formal80,51,2184,test,0.4213291978357807
D_formal80,52,2226,test,0.4738509843919071
D_formal80,53,2268,test,0.4606717617273278
D_formal80,54,2310,test,0.501201031578828
D_formal80,55,2352,test,0.3995908090291213
D_formal80,56,2394,test,0.44325569427482875
D_formal80,57,2436,test,0.4529283104821042
D_formal80,58,2478,test,0.5031194840533424
D_formal80,59,2520,test,0.5370209892079258
D_formal80,60,2562,test,0.5276773501440388
D_formal80,61,2604,test,0.5142723701634835
D_formal80,62,2646,test,0.26246251871116466
D_formal80,63,2688,test,0.3997603236997855
D_formal80,64,2730,test,0.44412673192913665
D_formal80,65,2772,test,0.4358864169183462
D_formal80,66,2814,test,0.43631189684967514
D_formal80,67,2856,test,0.45296250160371143
D_formal80,68,2898,test,0.449939025117584
D_formal80,69,2940,test,0.4710588638179788
D_formal80,70,2982,test,0.4748162452015321
D_formal80,71,3024,test,0.4587312796513355
D_formal80,72,3066,test,0.4405325292050072
D_formal80,73,3108,test,0.48523067499165873
D_formal80,74,3150,test,0.4780617951327572
D_formal80,75,3192,test,0.4901261224066504
D_formal80,76,3234,test,0.48380877307469294
D_formal80,77,3276,test,0.4779515521830477
D_formal80,78,3318,test,0.48576265358102655
D_formal80,79,3360,test,0.49616423512164354
E_s0,0,146,test,0.00013561431622835887
E_s0,1,292,test,0.2069424515961324
E_s0,2,438,test,0.13394990259449863
E_s0,3,584,test,0.29885602118925647
E_s0,4,730,test,0.4552062992528153
E_s0,5,876,test,0.5555987702334324
E_s0,6,1022,test,0.4763893480542282
E_s0,7,1168,test,0.5738704945229954
E_s0,8,1314,test,0.4168647266726409
E_s0,9,1460,test,0.49133810826923696
E_s0,10,1606,test,0.47532046003683903
E_s0,11,1752,test,0.6174106925359258
E_s0,12,1898,test,0.5015813452990767
E_s0,13,2044,test,0.6296809987172501
E_s0,14,2190,test,0.6018387613131004
E_s0,15,2336,test,0.5564518012876063
E_s0,16,2482,test,0.5723682203004465
E_s0,17,2628,test,0.6140687907352577
E_s0,18,2774,test,0.6149487153956312
E_s0,19,2920,test,0.5859972986284547
E_s1,0,146,test,0.30955166931264644
E_s1,1,292,test,0.35493205044964515
E_s1,2,438,test,0.37630877331511225
E_s1,3,584,test,0.20499160198036337
